"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","% Total Population: Male","% Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","% Total Population: Under 5 Years","% Total Population: 5 to 9 Years","% Total Population: 10 to 14 Years","% Total Population: 15 to 17 Years","% Total Population: 18 to 24 Years","% Total Population: 25 to 34 Years","% Total Population: 35 to 44 Years","% Total Population: 45 to 54 Years","% Total Population: 55 to 64 Years","% Total Population: 65 to 74 Years","% Total Population: 75 to 84 Years","% Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","% Households: Family Households","% Households: Family Households: Married-Couple Family","% Households: Family Households: Other Family","% Households: Family Households: Other Family: Male Householder, No Wife Present","% Households: Family Households: Other Family: Female Householder, No Husband Present","% Households: Nonfamily Households","% Households: Nonfamily Households: Male Householder","% Households: Nonfamily Households: Female Householder","Median Household Income (In 2021 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","% Occupied Housing Units: Owner Occupied","% Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)","% Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","% Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","% Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","% Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"00280","Abilene, TX Urbanized Area (2010)","ACSSF","us","400","00","0007262",,,,,,,,,,,,,,,,,,,,,,,,,,"00280",,,,,,,,,,,,,,,,,,"40000US00280","Abilene",,,,115265,115265,,,115265,55493,59772,48.14,51.86,115265,8275,6976,8173,4764,17091,17349,13810,10639,12334,8586,5150,2118,7.18,6.05,7.09,4.13,14.83,15.05,11.98,9.23,10.7,7.45,4.47,1.84,115265,82672,10219,435,2690,60,10347,8842,71.72,8.87,0.38,2.33,0.05,8.98,7.67,44256,28253,19957,8296,2032,6264,16003,7321,8682,63.84,45.09,18.75,4.59,14.15,36.16,16.54,19.62,54229,50013,44256,24059,20197,54.36,45.64,110418,17159,24769,41928,68490,15.54,22.43,37.97,62.03
"00334","Abingdon, IL Urban Cluster (2010)","ACSSF","us","400","00","0007263",,,,,,,,,,,,,,,,,,,,,,,,,,"00334",,,,,,,,,,,,,,,,,,"40000US00334","Abingdon",,,,3623,3623,,,3623,1904,1719,52.55,47.45,3623,253,303,299,146,180,470,455,528,381,342,156,110,6.98,8.36,8.25,4.03,4.97,12.97,12.56,14.57,10.52,9.44,4.31,3.04,3623,3511,63,0,0,0,21,28,96.91,1.74,0,0,0,0.58,0.77,1489,833,489,344,31,313,656,361,295,55.94,32.84,23.1,2.08,21.02,44.06,24.24,19.81,44375,1617,1489,1046,443,70.25,29.75,3575,758,855,1613,1962,21.2,23.92,45.12,54.88
"00388","Ada, OH Urban Cluster (2010)","ACSSF","us","400","00","0007264",,,,,,,,,,,,,,,,,,,,,,,,,,"00388",,,,,,,,,,,,,,,,,,"40000US00388","Ada",,,,5137,5137,,,5137,2486,2651,48.39,51.61,5137,172,126,123,195,2386,640,360,375,409,202,98,51,3.35,2.45,2.39,3.8,46.45,12.46,7.01,7.3,7.96,3.93,1.91,0.99,5137,4293,237,0,130,0,283,194,83.57,4.61,0,2.53,0,5.51,3.78,1417,843,567,276,174,102,574,212,362,59.49,40.01,19.48,12.28,7.2,40.51,14.96,25.55,51608,1739,1417,655,762,46.22,53.78,3099,557,440,997,2102,17.97,14.2,32.17,67.83
"00415","Ada, OK Urban Cluster (2010)","ACSSF","us","400","00","0007265",,,,,,,,,,,,,,,,,,,,,,,,,,"00415",,,,,,,,,,,,,,,,,,"40000US00415","Ada",,,,17566,17566,,,17566,8378,9188,47.69,52.31,17566,1173,1221,1214,609,2676,2771,2166,1859,1593,1260,729,295,6.68,6.95,6.91,3.47,15.23,15.77,12.33,10.58,9.07,7.17,4.15,1.68,17566,10398,790,3102,323,59,262,2632,59.19,4.5,17.66,1.84,0.34,1.49,14.98,6803,3923,2434,1489,507,982,2880,1228,1652,57.67,35.78,21.89,7.45,14.43,42.33,18.05,24.28,46328,8383,6803,3131,3672,46.02,53.98,16423,2936,3928,6864,9559,17.88,23.92,41.8,58.2
"00450","Adams, NY Urban Cluster (2010)","ACSSF","us","400","00","0007266",,,,,,,,,,,,,,,,,,,,,,,,,,"00450",,,,,,,,,,,,,,,,,,"40000US00450","Adams",,,,2414,2414,,,2414,1172,1242,48.55,51.45,2414,119,122,233,144,97,293,307,271,388,166,218,56,4.93,5.05,9.65,5.97,4.02,12.14,12.72,11.23,16.07,6.88,9.03,2.32,2414,2274,4,33,0,0,2,101,94.2,0.17,1.37,0,0,0.08,4.18,999,585,437,148,23,125,414,229,185,58.56,43.74,14.81,2.3,12.51,41.44,22.92,18.52,54472,1103,999,686,313,68.67,31.33,2398,341,472,813,1585,14.22,19.68,33.9,66.1
"00469","Adel, GA Urban Cluster (2010)","ACSSF","us","400","00","0007267",,,,,,,,,,,,,,,,,,,,,,,,,,"00469",,,,,,,,,,,,,,,,,,"40000US00469","Adel",,,,7354,7354,,,7354,3365,3989,45.76,54.24,7354,529,186,816,395,859,708,846,931,810,606,515,153,7.19,2.53,11.1,5.37,11.68,9.63,11.5,12.66,11.01,8.24,7,2.08,7354,3055,3512,0,96,0,41,650,41.54,47.76,0,1.31,0,0.56,8.84,2687,1597,901,696,216,480,1090,418,672,59.43,33.53,25.9,8.04,17.86,40.57,15.56,25.01,27252,3266,2687,1469,1218,54.67,45.33,7232,1946,1937,3883,3349,26.91,26.78,53.69,46.31
"00496","Adel, IA Urban Cluster (2010)","ACSSF","us","400","00","0007268",,,,,,,,,,,,,,,,,,,,,,,,,,"00496",,,,,,,,,,,,,,,,,,"40000US00496","Adel",,,,4213,4213,,,4213,2216,1997,52.6,47.4,4213,439,322,298,132,112,391,980,431,639,307,144,18,10.42,7.64,7.07,3.13,2.66,9.28,23.26,10.23,15.17,7.29,3.42,0.43,4213,3879,18,42,21,0,15,238,92.07,0.43,1,0.5,0,0.36,5.65,1706,1134,1006,128,69,59,572,234,338,66.47,58.97,7.5,4.04,3.46,33.53,13.72,19.81,74375,1753,1706,1339,367,78.49,21.51,4154,270,179,449,3705,6.5,4.31,10.81,89.19
"00550","Adjuntas, PR Urban Cluster (2010)","ACSSF","pr","400","00","0007010",,,,,,,,,,,,,,,,,,,,,,,,,,"00550",,,,,,,,,,,,,,,,,,"40000US00550","Adjuntas",,,,9976,9976,,,9976,4863,5113,48.75,51.25,9976,439,552,726,366,859,1375,1152,1267,1245,1066,784,145,4.4,5.53,7.28,3.67,8.61,13.78,11.55,12.7,12.48,10.69,7.86,1.45,9976,8251,179,13,0,0,516,1017,82.71,1.79,0.13,0,0,5.17,10.19,3179,2105,1227,878,228,650,1074,449,625,66.22,38.6,27.62,7.17,20.45,33.78,14.12,19.66,15307,4210,3179,1878,1301,59.08,40.92,9950,6889,1938,8827,1123,69.24,19.48,88.71,11.29
"00577","Adrian, MI Urban Cluster (2010)","ACSSF","us","400","00","0007269",,,,,,,,,,,,,,,,,,,,,,,,,,"00577",,,,,,,,,,,,,,,,,,"40000US00577","Adrian",,,,45030,45030,,,45030,22643,22387,50.28,49.72,45030,2449,2741,2743,1596,5449,5826,6028,5358,5302,4287,2196,1055,5.44,6.09,6.09,3.54,12.1,12.94,13.39,11.9,11.77,9.52,4.88,2.34,45030,38968,1820,125,183,18,821,3095,86.54,4.04,0.28,0.41,0.04,1.82,6.87,16965,10508,7147,3361,992,2369,6457,2778,3679,61.94,42.13,19.81,5.85,13.96,38.06,16.37,21.69,50010,18337,16965,11431,5534,67.38,32.62,40379,6227,9366,15593,24786,15.42,23.2,38.62,61.38
"00631","Aguadilla--Isabela--San Sebastián, PR Urbanized Area (2010)","ACSSF","pr","400","00","0007011",,,,,,,,,,,,,,,,,,,,,,,,,,"00631",,,,,,,,,,,,,,,,,,"40000US00631","Aguadilla--Isabela--San Sebastián",,,,282329,282329,,,282329,136580,145749,48.38,51.62,282329,10077,12697,16273,10283,25271,34485,35086,37479,39794,34032,20102,6750,3.57,4.5,5.76,3.64,8.95,12.21,12.43,13.27,14.09,12.05,7.12,2.39,282329,186506,8875,229,304,0,45036,41379,66.06,3.14,0.08,0.11,0,15.95,14.66,101354,69170,41327,27843,7017,20826,32184,15141,17043,68.25,40.77,27.47,6.92,20.55,31.75,14.94,16.82,17950,133774,101354,65877,35477,65,35,280687,137772,82047,219819,60868,49.08,29.23,78.31,21.69
"00658","Ahoskie, NC Urban Cluster (2010)","ACSSF","us","400","00","0007270",,,,,,,,,,,,,,,,,,,,,,,,,,"00658",,,,,,,,,,,,,,,,,,"40000US00658","Ahoskie",,,,4886,4886,,,4886,2085,2801,42.67,57.33,4886,274,250,385,203,330,852,435,490,738,481,270,178,5.61,5.12,7.88,4.15,6.75,17.44,8.9,10.03,15.1,9.84,5.53,3.64,4886,1212,3168,101,142,4,50,209,24.81,64.84,2.07,2.91,0.08,1.02,4.28,1964,1099,488,611,64,547,865,310,555,55.96,24.85,31.11,3.26,27.85,44.04,15.78,28.26,36059,2374,1964,779,1185,39.66,60.34,4666,1191,1022,2213,2453,25.53,21.9,47.43,52.57
"00676","Air Force Academy, CO Urban Cluster (2010)","ACSSF","us","400","00","0007271",,,,,,,,,,,,,,,,,,,,,,,,,,"00676",,,,,,,,,,,,,,,,,,"40000US00676","Air Force Academy",,,,2833,2833,,,2833,1808,1025,63.82,36.18,2833,208,207,42,45,1681,331,194,80,40,5,0,0,7.34,7.31,1.48,1.59,59.34,11.68,6.85,2.82,1.41,0.18,0,0,2833,2292,207,37,116,16,16,149,80.9,7.31,1.31,4.09,0.56,0.56,5.26,359,353,320,33,13,20,6,6,0,98.33,89.14,9.19,3.62,5.57,1.67,1.67,0,67454,359,359,0,359,0,100,1210,59,352,411,799,4.88,29.09,33.97,66.03
"00712","Ajo, AZ Urban Cluster (2010)","ACSSF","us","400","00","0007272",,,,,,,,,,,,,,,,,,,,,,,,,,"00712",,,,,,,,,,,,,,,,,,"40000US00712","Ajo",,,,2532,2532,,,2532,1195,1337,47.2,52.8,2532,64,86,81,60,307,143,374,70,413,538,260,136,2.53,3.4,3.2,2.37,12.12,5.65,14.77,2.76,16.31,21.25,10.27,5.37,2532,1953,0,180,18,0,160,221,77.13,0,7.11,0.71,0,6.32,8.73,1209,651,435,216,79,137,558,219,339,53.85,35.98,17.87,6.53,11.33,46.15,18.11,28.04,34349,1829,1209,821,388,67.91,32.09,2513,450,620,1070,1443,17.91,24.67,42.58,57.42
"00739","Akron, NY Urban Cluster (2010)","ACSSF","us","400","00","0007273",,,,,,,,,,,,,,,,,,,,,,,,,,"00739",,,,,,,,,,,,,,,,,,"40000US00739","Akron",,,,3026,3026,,,3026,1330,1696,43.95,56.05,3026,98,241,296,95,220,267,310,333,500,454,112,100,3.24,7.96,9.78,3.14,7.27,8.82,10.24,11,16.52,15,3.7,3.3,3026,2846,39,44,12,0,4,81,94.05,1.29,1.45,0.4,0,0.13,2.68,1404,696,458,238,81,157,708,239,469,49.57,32.62,16.95,5.77,11.18,50.43,17.02,33.4,41875,1504,1404,726,678,51.71,48.29,3026,250,913,1163,1863,8.26,30.17,38.43,61.57
